title,company_name,has_company_name,salary,has_salary,url,source,description,label,id,text
Геодезист- маркшейдер,,0,,0,https://www.olx.kz/obyavlenie/rabota/geodezist-marksheyder-IDqMta8.html,olx.kz,,0,538,геодезист маркшейдер 
Требуются разнорабочие ул.Ч.Айтматова ОПЛАТА ЕЖЕДНЕВНАЯ 12000,,0,18 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-ul-ch-aytmatova-oplata-ezhednevnaya-12000-IDqeyBO.html,olx.kz,,1,457,требуются разнорабочие ул ч айтматова оплата ежедневная 12000 
Требуются дробильщики,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-drobilschiki-IDqLGUu.html,olx.kz,,0,448,требуются дробильщики 
Кассир,ИП Цой «Служба доставки еды Nadom.kz»,1,20 000 ₸ за смену на руки,1,https://almaty.hh.kz/vacancy/132254189?hhtmFrom=vacancy_search_list,hh.kz,требования к кандидату: • ответственность и дисциплинированность; • аккуратность при работе с денежными средствами; обязанности: • работа с кассовым аппаратом; • сборка доставки • соблюдение стандартов кассовой операции; • поддержание порядка на рабочем месте. сборка доставки и выноса условия: ​​​​​график работы • сутки через двое 20000,0,64,кассир требования к кандидату ответственность и дисциплинированность аккуратность при работе с денежными средствами обязанности работа с кассовым аппаратом сборка доставки соблюдение стандартов кассовой операции поддержание порядка на рабочем месте сборка доставки и выноса условия график работы сутки через двое 20000
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFld.html,olx.kz,,0,768,таксопарк яндекс яндекс такси для водителей подключение водителей 
Дежурный электрик-сантехник,"Patentes Talgo, S.L. Филиал в Республике Казахстан",1,"от 350 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132205239?hhtmFrom=vacancy_search_list,hh.kz,"🔧 we are hiring: дежурный электрик‑сантехник ищем дежурного электрика‑сантехника для обслуживания здания технического обслуживания. роль подходит специалистам, которые уверенно работают с электрикой и сантехникой и ценят стабильный график и социальный пакет. ⚙️ задачи: техническое обслуживание здания то; эксплуатация и обслуживание трансформаторных подстанций ; выполнение сантехнических работ; обслуживание электрических сетей и оборудования; чтение и понимание электрических схем; соблюдение норм охраны труда и техники безопасности. 👷 кого мы ищем: специалиста со средне‑специальным или высшим техническим образованием (электрик, электромеханик, электромонтажник и др.); опыт работы от 1 года ; ответственного, внимательного, готового работать в режиме многозадачности; командного игрока с практическим подходом. ⏱ график работы: 5/2 — на период испытательного срока; 2/2 — после успешного прохождения испытательного срока. 💼 мы предлагаем: официальное трудоустройство; медицинская страховка (дмс) ; 30 календарных дней оплачиваемого отпуска ; годовой бонус по итогам работы; стабильную занятость и поддерживающую команду. 📩 заинтересованы? откликайтесь на вакансию или пишите в личные сообщения.",0,434,дежурный электрик сантехник we are hiring дежурный электрик сантехник ищем дежурного электрика сантехника для обслуживания здания технического обслуживания роль подходит специалистам которые уверенно работают с электрикой и сантехникой и ценят стабильный график и социальный пакет задачи техническое обслуживание здания то эксплуатация и обслуживание трансформаторных подстанций выполнение сантехнических работ обслуживание электрических сетей и оборудования чтение и понимание электрических схем соблюдение норм охраны труда и техники безопасности кого мы ищем специалиста со средне специальным или высшим техническим образованием электрик электромеханик электромонтажник и др опыт работы от 1 года ответственного внимательного готового работать в режиме многозадачности командного игрока с практическим подходом график работы 5 2 на период испытательного срока 2 2 после успешного прохождения испытательного срока мы предлагаем официальное трудоустройство медицинская страховка дмс 30 календарных дней оплачиваемого отпуска годовой бонус по итогам работы стабильную занятость и поддерживающую команду заинтересованы откликайтесь на вакансию или пишите в личные сообщения
"Требуется кондитер, частичная занятость",,0,1 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-konditer-chastichnaya-zanyatost-IDpkZbN.html,olx.kz,,1,831,требуется кондитер частичная занятость 
Уборщица/Уборщик офисного помещения,ТОО Standard Union (Стандарт Союз) / ТОО KAZAUTOCERT,1,200 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132148534?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: сухая и влажная уборка офисных кабинетов и рабочего пространства коридора; мойка, чистка санузлов, замена расходных материалов; вынос мусора. требования: ответственность, исполнительность, чистоплотность, аккуратность; опыт работы. условия: график работы: с понедельника по пятницу с 8.00 до 17.00 (с перерывом на обед); официальное трудоустройство по тк рк; комфортные условия труда, современный уютный офис; дружелюбный коллектив.",0,66,уборщица уборщик офисного помещения обязанности сухая и влажная уборка офисных кабинетов и рабочего пространства коридора мойка чистка санузлов замена расходных материалов вынос мусора требования ответственность исполнительность чистоплотность аккуратность опыт работы условия график работы с понедельника по пятницу с 8 00 до 17 00 с перерывом на обед официальное трудоустройство по тк рк комфортные условия труда современный уютный офис дружелюбный коллектив
Координатор доставки,ИП Амзина А.О.,1,"от 250 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132160772?hhtmFrom=vacancy_search_list,hh.kz,"столовая jakyn - ищет сильного, ответственного и результативного человека. того, кто не ждёт указаний, а делает результат. готов расти, брать ответственность и развиваться вместе с нами. готовы обучать и прокачивать в процессе. обязанности: • управлять доставкой (операторы, сборка, кухня) • контролировать скорость и качество заказов • развивать b2b (искать и подключать корпоративных клиентов) • запускать и развивать кейтеринг (мероприятия, корпоративы) • работать с отзывами и улучшать сервис • следить за показателями (выручка, средний чек, скорость) • оптимизировать процессы что важно: • опыт в продажах (будет плюсом, но не критично - обучим) • умение работать с b2b клиентами • сильная ответственность за результат • навыки управления и переговоров • умение наводить порядок и выстраивать систему условия: • официальное трудоустройство • график 5/2; с 09:00 до 18:00 • оклад 250.000 + kpi • возможность влиять на свой доход • прямое взаимодействие с собственником",0,368,координатор доставки столовая jakyn ищет сильного ответственного и результативного человека того кто не ждёт указаний а делает результат готов расти брать ответственность и развиваться вместе с нами готовы обучать и прокачивать в процессе обязанности управлять доставкой операторы сборка кухня контролировать скорость и качество заказов развивать b2b искать и подключать корпоративных клиентов запускать и развивать кейтеринг мероприятия корпоративы работать с отзывами и улучшать сервис следить за показателями выручка средний чек скорость оптимизировать процессы что важно опыт в продажах будет плюсом но не критично обучим умение работать с b2b клиентами сильная ответственность за результат навыки управления и переговоров умение наводить порядок и выстраивать систему условия официальное трудоустройство график 5 2 с 09 00 до 18 00 оклад 250 000 kpi возможность влиять на свой доход прямое взаимодействие с собственником
Крупье / Дилер (специалист в казино) трансфер и обучение,,0,,0,https://cashville.olx.kz/home/,olx.kz,,1,627,крупье дилер специалист в казино трансфер и обучение 
Кухонные рабочие,,0,,0,https://www.olx.kz/obyavlenie/rabota/kuhonnye-rabochie-IDqJwYm.html,olx.kz,,1,491,кухонные рабочие 
Специалист в отдел сертификации,АО КФ АО Национальный центр экспертизы и сертификации,1,"от 200 000 до 600 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132163757?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: проведение работ по подтверждению соответствия продукции в сфере машиностроения и автомобилестроения и продукции химической (сертификация) требования: высшее техническое образование (машиностроители, транспортники, химики) опыт работы по специальности не менее 3-х лет. условия: работа в стабильной компании официальное трудоустройство согласно тк рк стабильная заработная плата возможность карьерного роста пятидневная рабочая неделя режим работы: c 9-00 до 18-00, обед с 13-00 до 14-00",0,433,специалист в отдел сертификации обязанности проведение работ по подтверждению соответствия продукции в сфере машиностроения и автомобилестроения и продукции химической сертификация требования высшее техническое образование машиностроители транспортники химики опыт работы по специальности не менее 3 х лет условия работа в стабильной компании официальное трудоустройство согласно тк рк стабильная заработная плата возможность карьерного роста пятидневная рабочая неделя режим работы c 9 00 до 18 00 обед с 13 00 до 14 00
Требуется кассир в строительный магазин,,0,2 800 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-kassir-v-stroitelnyy-magazin-IDqL6eM.html,olx.kz,,1,733,требуется кассир в строительный магазин 
Упаковщик товаров,ТОО Коктем,1,,0,https://almaty.hh.kz/vacancy/130731706?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: упаковка и маркировка товаров для маркетплейсов (kaspi, wildberries) • сбор и подготовка заказов к отправке • работа с накладными, участие в учёте товаров • поддержание порядка на рабочем месте требования: ответственность, аккуратность, исполнительность • внимательность к деталям • желание обучаться • опыт работы приветствуется нужны парни обьязательно условия: мы предлагаем: • полную занятость, стабильную оплату • обучение в процессе работы • возможность карьерного роста • дружный коллектив",0,376,упаковщик товаров обязанности упаковка и маркировка товаров для маркетплейсов kaspi wildberries сбор и подготовка заказов к отправке работа с накладными участие в учёте товаров поддержание порядка на рабочем месте требования ответственность аккуратность исполнительность внимательность к деталям желание обучаться опыт работы приветствуется нужны парни обьязательно условия мы предлагаем полную занятость стабильную оплату обучение в процессе работы возможность карьерного роста дружный коллектив
Разнорабочий на зону отдыха,,0,,0,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-na-zonu-otdyha-IDqMapv.html,olx.kz,,1,834,разнорабочий на зону отдыха 
Требуется механизатор,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-mehanizator-IDqL12e.html,olx.kz,,1,540,требуется механизатор 
Требуются АВТО-Курьеры Доход до 800 тысяч тг в месяц!,,0,Бесплатно,1,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-avto-kurery-dohod-do-800-tysyach-tg-v-mesyats-IDqzt0g.html,olx.kz,,1,692,требуются авто курьеры доход до 800 тысяч тг в месяц 
Бухгалтер,ТОО Хорека Фуд,1,от 200 000 до 300 000 ₸ за месяц до вычета налогов,1,https://almaty.hh.kz/vacancy/131724147?hhtmFrom=vacancy_search_list,hh.kz,"одна из наших компаний занимается услугами логистики : хранением и доставкой продуктов питания по торговым сетям и в настоящее время нам требуется отдельный работающий на удаленке приходящий раз в неделю в центральный офис самостоятельный бухгалтер основные обязанности : ведение и контроль бухгалтерского учета , обеспечение полного и своевременного учета всех операций по данной компании в т.ч начисление зп , удержание налогов, сдача всех видов отчетностей ; уверенный пользователь 1с 8.2, 1с 8.3, утп, ис эсф, соно, кабинет налогоплательщика; сдача налоговой отчетности, контроль и взаимодействие с налоговыми проверяющими органами; навыки отправки эсф, ежемесячная, годовая инвентаризация ос и тс числящихся в компании условия: официальное трудоустройство по тк рк -1р в неделю посещение офиса",0,50,бухгалтер одна из наших компаний занимается услугами логистики хранением и доставкой продуктов питания по торговым сетям и в настоящее время нам требуется отдельный работающий на удаленке приходящий раз в неделю в центральный офис самостоятельный бухгалтер основные обязанности ведение и контроль бухгалтерского учета обеспечение полного и своевременного учета всех операций по данной компании в т ч начисление зп удержание налогов сдача всех видов отчетностей уверенный пользователь 1с 8 2 1с 8 3 утп ис эсф соно кабинет налогоплательщика сдача налоговой отчетности контроль и взаимодействие с налоговыми проверяющими органами навыки отправки эсф ежемесячная годовая инвентаризация ос и тс числящихся в компании условия официальное трудоустройство по тк рк 1р в неделю посещение офиса
Нужны кладчики на Жк,,0,,0,https://www.olx.kz/obyavlenie/rabota/nuzhny-kladchiki-na-zhk-IDqz5Cx.html,olx.kz,,1,846,нужны кладчики на жк 
Бар-леди/бар-мен в заведение,ИП Angels.kz,1,от 20 000 до 70 000 ₸ за смену до вычета налогов,1,https://almaty.hh.kz/vacancy/131799145?hhtmFrom=vacancy_search_list,hh.kz,"мобильный бармен/барледи в разные заведения в бары/пабы. мобильный бармен это работа 3 в 1: вы являетесь хостес, которая встречает гостей, барменом задача которого реализовывать продукцию и промо - моделью, которая создает атмосферу праздника и веселья в заведении. детали если вы ответственны, активны и хотите зарабатывать хорошие деньги - эта вакансия для вас, навык продаж и опыта коммуникации будет большим +. (не салоны, не стрип бары ❌, обычные заведения бары и пабы‼️) можно совмещать с постоянной работой/в т.ч. учебой — гибкий график, только по пятницам и субботам в вечернее и ночное время! обязанности: - взаимодействие с посетителями согласно стандартам заведения - консультирование гостей по бару и меню - поддержание атмосферы и праздника в заведении - презентация и реализация напитков в зале заведения коммуникация с гостями заведения, продажа (реализация) алкогольных напитков в зале заведения. требования: - активность, не составляет сложности подойти первой к посетителям заведения и составить диалог - целеустремлённость и нацеленность на большие продажи, а соответственно и на больший доход - подача себя: грамотная речь, ухоженный внешний вид, умение создавать красивые образы - ответственность, приветливость, коммуникабельность; внимательность, уверенность в себе. наше предложение: - работа в премиальных заведениях алматы с хорошей еженедельной оплатой % с продаж + фиксированная ставка идущая на повышение , чем выше общая касса — тем выше фиксированная ставка и % - достойный высокий доход от 20 000тг/смена ((4-5часов) — это минимальная сумма выплат, которую получает соискатель на первых сменах, написано абсолютно не для привлечения внимания), ограничения в заработке нет есть возможность зарабатывать за 2 дня 100 000-150 000тг , приходите и убедитесь лично сами! а самое главное работа не сложная и интересная. - гибкий график и лояльные условия - возможность совмещать в т.ч. с учебой/работой/моделингом и пр. - заработок уже на следующий день после собеседования - рабочий образ: предоставляется красивая адекватная форма (платья, комбинезоны и пр.) - абсолютно прозрачные условия сотрудничества. оставляйте свой отклик и мы оперативно свяжемся с вами!",0,175,бар леди бар мен в заведение мобильный бармен барледи в разные заведения в бары пабы мобильный бармен это работа 3 в 1 вы являетесь хостес которая встречает гостей барменом задача которого реализовывать продукцию и промо моделью которая создает атмосферу праздника и веселья в заведении детали если вы ответственны активны и хотите зарабатывать хорошие деньги эта вакансия для вас навык продаж и опыта коммуникации будет большим не салоны не стрип бары обычные заведения бары и пабы можно совмещать с постоянной работой в т ч учебой гибкий график только по пятницам и субботам в вечернее и ночное время обязанности взаимодействие с посетителями согласно стандартам заведения консультирование гостей по бару и меню поддержание атмосферы и праздника в заведении презентация и реализация напитков в зале заведения коммуникация с гостями заведения продажа реализация алкогольных напитков в зале заведения требования активность не составляет сложности подойти первой к посетителям заведения и составить диалог целеустремлённость и нацеленность на большие продажи а соответственно и на больший доход подача себя грамотная речь ухоженный внешний вид умение создавать красивые образы ответственность приветливость коммуникабельность внимательность уверенность в себе наше предложение работа в премиальных заведениях алматы с хорошей еженедельной оплатой с продаж фиксированная ставка идущая на повышение чем выше общая касса тем выше фиксированная ставка и достойный высокий доход от 20 000тг смена 4 5часов это минимальная сумма выплат которую получает соискатель на первых сменах написано абсолютно не для привлечения внимания ограничения в заработке нет есть возможность зарабатывать за 2 дня 100 000 150 000тг приходите и убедитесь лично сами а самое главное работа не сложная и интересная гибкий график и лояльные условия возможность совмещать в т ч с учебой работой моделингом и пр заработок уже на следующий день после собеседования рабочий образ предоставляется красивая адекватная форма платья комбинезоны и пр абсолютно прозрачные условия сотрудничества оставляйте свой отклик и мы оперативно свяжемся с вами
Работа зборщик мотосалон Алматы Тұрақты жұмысшы қажет!,,0,,0,https://www.olx.kz/list/user/7Meha/,olx.kz,,0,654,работа зборщик мотосалон алматы т ра ты ж мысшы ажет 
"Принимаем в Яндекс такси водителей, курьеров на личном авто, скутере",,0,,0,https://dalataxi.olx.kz/home/,olx.kz,,1,775,принимаем в яндекс такси водителей курьеров на личном авто скутере 
"В сельскую местность требуются разнорабочий, скотник Зар",,0,15 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/v-selskuyu-mestnost-trebuyutsya-raznorabochiy-skotnikzar-IDqKAir.html,olx.kz,,1,667,в сельскую местность требуются разнорабочий скотник зар 
Открыта вакансия Бариста,,0,,0,https://www.olx.kz/obyavlenie/rabota/otkryta-vakansiya-barista-IDqpyEa.html,olx.kz,,1,843,открыта вакансия бариста 
PROJECT COORDINATION SUPPORT,ФИЛИАЛ АССОЦИАЦИИ ВРАЧИ БЕЗ ГРАНИЦ (ШВЕЙЦАРИЯ) В КАЗАХСТАНЕ,1,750 000 ₸ за месяц до вычета налогов,1,https://almaty.hh.kz/vacancy/132146486?hhtmFrom=vacancy_search_list,hh.kz,"main purpose to contribute to the smooth running of the msf project through operational communications, media management, and project coordination support, ensuring msf visibility, acceptance, and understanding among communities, authorities, and stakeholders, while supporting context analysis, and external relations in line with msf principles, standards, and protocols. accountabilities: 1. communication & media engagement contribute to the implementation of the mission’s operational communication strategy in line with msf standards. establish and maintain relations with local media and communication actors, in coordination with the project coordinator and relevant technical staff. handle and facilitate local media requests and support media outreach activities when required and validated. 2. content production & diffusion coordinate and contribute to the production of communication materials (written, visual, audiovisual) adapted to local audiences. produce and support the dissemination of photo, video, and mobile content in line with msf ethical and visual guidelines. ensure informed consent, confidentiality, and respectful representation of people and communities in all communication outputs. collaborate closely with the health promotion team to develop visual materials for activities and outreach. 3. media monitoring & context awareness monitor local media and information environment and flag relevant trends or issues to the project coordinator. contribute to context analysis relevant to communication and external engagement. follow communication outputs of other actors working in similar sectors. 4. project coordination & external relations support support the project coordinator in external representation and liaison with local authorities, partners, ngos, and other stakeholders. assist in preparing correspondence, briefings, and meeting minutes related to external engagement. maintain and update contact lists and coordination records. provide translation/interpretation support when required. 5. internal communication & capacity support promote understanding of msf communication principles among staff. sensitize teams to communication risks and good practices. provide basic communication support or training to staff when relevant. support internal communication tools when needed. in the context of msf project in kazakhstan, the field communication and project coordination support officer is accountable for: develop a strong understanding of the kazakhstan context, local culture, and specifically the kandas community. design and deliver culturally appropriate messages in relevant languages. map community actors, leaders, influencers, and social media groups relevant to target populations. collaborate closely with the health promotion team to develop visual and outreach materials. strictly respect patient confidentiality and ensure informed consent is obtained for all communication content. ensure all communication activities are aligned with the project coordinator and msf risk management standards. support the mapping and analysis of key local actors, including government counterparts, ngos, community leaders, and other relevant stakeholders, to inform engagement strategies and suggest appropriate contacts and meetings. act as a liaison with these actors when delegated and support the planning and organisation of external engagements. requirements: university degree in journalism, communications, social sciences, political sciences, international relations, or related field. minimum 2 years’ experience in communications, journalism, public relations, coordination, or context analysis. experience working in a complex political, security, or humanitarian environment. experience in data collection, reporting, and analysis. previous ngo or humanitarian experience is an asset. management or coordination experience is an asset. english mandatory. russian and/or kazakh is a strong asset. excellent writing skills. thorough knowledge of traditional media and good understanding of social media good networking and media relations skills essential computer literacy (word, excel and internet) outgoing personality, good balance between initiative and working in a team. terms: official employment full-time (8 hours) on-site at the employer’s location at 6a zverev str., almaty. working hours: 8:00 am – 5:00 pm, monday through friday, with a lunch break from 12:00 pm to 1:00 pm voluntary health insurance language courses opportunities for professional development and career growth applications must be submitted by midnight on april 21, 2026. only short-listed candidates meeting the above criteria will be contacted. no monetary, goods or service offers, nor favouritism, will be tolerated in the recruitment process. msf reserves the right to refuse any candidate having benefited from such acts. any illicit solicitations can be reported to the justice system.",0,121,project coordination support main purpose to contribute to the smooth running of the msf project through operational communications media management and project coordination support ensuring msf visibility acceptance and understanding among communities authorities and stakeholders while supporting context analysis and external relations in line with msf principles standards and protocols accountabilities 1 communication media engagement contribute to the implementation of the mission s operational communication strategy in line with msf standards establish and maintain relations with local media and communication actors in coordination with the project coordinator and relevant technical staff handle and facilitate local media requests and support media outreach activities when required and validated 2 content production diffusion coordinate and contribute to the production of communication materials written visual audiovisual adapted to local audiences produce and support the dissemination of photo video and mobile content in line with msf ethical and visual guidelines ensure informed consent confidentiality and respectful representation of people and communities in all communication outputs collaborate closely with the health promotion team to develop visual materials for activities and outreach 3 media monitoring context awareness monitor local media and information environment and flag relevant trends or issues to the project coordinator contribute to context analysis relevant to communication and external engagement follow communication outputs of other actors working in similar sectors 4 project coordination external relations support support the project coordinator in external representation and liaison with local authorities partners ngos and other stakeholders assist in preparing correspondence briefings and meeting minutes related to external engagement maintain and update contact lists and coordination records provide translation interpretation support when required 5 internal communication capacity support promote understanding of msf communication principles among staff sensitize teams to communication risks and good practices provide basic communication support or training to staff when relevant support internal communication tools when needed in the context of msf project in kazakhstan the field communication and project coordination support officer is accountable for develop a strong understanding of the kazakhstan context local culture and specifically the kandas community design and deliver culturally appropriate messages in relevant languages map community actors leaders influencers and social media groups relevant to target populations collaborate closely with the health promotion team to develop visual and outreach materials strictly respect patient confidentiality and ensure informed consent is obtained for all communication content ensure all communication activities are aligned with the project coordinator and msf risk management standards support the mapping and analysis of key local actors including government counterparts ngos community leaders and other relevant stakeholders to inform engagement strategies and suggest appropriate contacts and meetings act as a liaison with these actors when delegated and support the planning and organisation of external engagements requirements university degree in journalism communications social sciences political sciences international relations or related field minimum 2 years experience in communications journalism public relations coordination or context analysis experience working in a complex political security or humanitarian environment experience in data collection reporting and analysis previous ngo or humanitarian experience is an asset management or coordination experience is an asset english mandatory russian and or kazakh is a strong asset excellent writing skills thorough knowledge of traditional media and good understanding of social media good networking and media relations skills essential computer literacy word excel and internet outgoing personality good balance between initiative and working in a team terms official employment full time 8 hours on site at the employer s location at 6a zverev str almaty working hours 8 00 am 5 00 pm monday through friday with a lunch break from 12 00 pm to 1 00 pm voluntary health insurance language courses opportunities for professional development and career growth applications must be submitted by midnight on april 21 2026 only short listed candidates meeting the above criteria will be contacted no monetary goods or service offers nor favouritism will be tolerated in the recruitment process msf reserves the right to refuse any candidate having benefited from such acts any illicit solicitations can be reported to the justice system
Перегонщик автомобилей,АО Группа компаний Аллюр. Розничная сеть,1,от 360 000 ₸ за месяц до вычета налогов,1,https://almaty.hh.kz/vacancy/132187571?hhtmFrom=vacancy_search_list,hh.kz,"чем вам предстоит заниматься: перегон новых автомобилей внутри дилерского центра (с площадки на выдачу, в сервис, на мойку и т.п.) контроль внешнего состояния авто до и после перегона соблюдение стандартов компании и пдд при перемещении транспорта (вождение предусмотрено) участие в процессе подготовки автомобиля к выдаче клиенту ключевые компетенции: наличие водительского удостоверения категории b стаж вождения от 3-х лет (опыт работы перегонщиком приветствуется) аккуратность, ответственность, знание пдд мы предлагаем: работу в компании крупнейшего автопроизводителя страны, официального дистрибьютера и дилера бренда kia,chevrolet,jac,jetour skoda, geely galaxy, li auto. вы станете частью команды, насчитывающей более 5500 профессионалов, которые вместе создают будущее автомобильного рынка отпуск 24 календарных дня карта лояльности со скидками в лучших медицинских учреждениях, фитнес-центрах, стоматологиях и других местах для заботы о здоровье материальную помощь по памятным событиям доступ к корпоративной библиотеке и обучению активную и насыщенную корпоративную жизнь.",0,34,перегонщик автомобилей чем вам предстоит заниматься перегон новых автомобилей внутри дилерского центра с площадки на выдачу в сервис на мойку и т п контроль внешнего состояния авто до и после перегона соблюдение стандартов компании и пдд при перемещении транспорта вождение предусмотрено участие в процессе подготовки автомобиля к выдаче клиенту ключевые компетенции наличие водительского удостоверения категории b стаж вождения от 3 х лет опыт работы перегонщиком приветствуется аккуратность ответственность знание пдд мы предлагаем работу в компании крупнейшего автопроизводителя страны официального дистрибьютера и дилера бренда kia chevrolet jac jetour skoda geely galaxy li auto вы станете частью команды насчитывающей более 5500 профессионалов которые вместе создают будущее автомобильного рынка отпуск 24 календарных дня карта лояльности со скидками в лучших медицинских учреждениях фитнес центрах стоматологиях и других местах для заботы о здоровье материальную помощь по памятным событиям доступ к корпоративной библиотеке и обучению активную и насыщенную корпоративную жизнь
